Sample,Site,Trap Days,Month,Season,Urban Type,Temp Max,Temp Min,Temp Mean,Rh Max,Rh Min,Rh Mean,Photoperiod,PCA1,PCA2,Lawn,Compost,Mulch,Drought,Native,Water,Richness,Abundance,CorRich,CorAbun,Aenigmatias,Anevrina,Apocephalus aquilonius,Apocephalus grandipalpis group,Beckerina  brown (sp2),Beckerina yellow (sp1),Chonocephalus bentacaisei,Conicera aldrichi,Conicera similis,Conicera tibialis,Diplonevra,Dohrniphora cornuta,Gymnophora,M. agarici,M. albicaudata,M. arizonensis,M. armstrongorum,M. atrox ,M. barberi,M. basispinata,M. berndseni,M. baileyae,M. bradyi,M. brejchaorum,M. carthayensis,M. cavifemur,M. ciancii,M. creasoni,M. wongae,M. shatesae,M. defibaughorum,M. donahuei,M. francoae,M. fujiokai,M. pongsaiae,M. losangelensis,M. glabrifrons,M. globipyga,M. halterata,M. hansonix,M. hardingorum,M. heini,M. hentschkeae,M. hirticaudata,M. hoffmanorum,M. hoggorum,M. hoguei,M. ilca,M. isaacmajorum,M. kelleri,M. risoria,M. largifrontalis,M. lombardorum,M. marquezi,M. mikejohnsoni,M. modesta?,M. nigra,M. gonzalezorum,M. friedrichae,M. oxboroughae,M. pisanoi,M. pleuralis,M. renwickorum,M. rodriguezorum,M. ruficornis,M. rufipes,M. sacatelensis,M. scalaris,M. scutellaris,M. seaverorum,M. sidneyae,M. sordida,M. steptoeae,M. stoakesi,M. sulphurizona,M. tecticauda,M. studentorum,M. voluntariorum,M. joanneae,M. phyllissunae,M wiegmanae,Metopina sp.,Metopina group,Microselia sp.,Myriophora alexandiae,Phalacrotophora halictorum,Phora coangustata,Phora cristipes,Phora sp1,Pseudacteon amuletum,Pseudacteon californiensis,Pseudacteon crawfordi,Pseudacteon long setae,Puliciphora occidentalis,Spiniphora bergenstammi,Triphleba,Trophodeinus arizonensis,Trophodeinus furcatus,Veruanus boreotis,Agapostemon sp.,Andrena sp.,Anthophora californica,Anthophora urbana,Anthophora sp.,Apis mellifera,Ashmeadiella sp.,Ceratina sp.,Colletes sp.,Conanthalictus,Diadasia sp.,Eucera sp.,Halictus ligatus,Halictus tripartitus,Hoplitus,Hylaeus sp.,Lasioglossum (Dialictus) sp.,Lasioglossum (Evylaeus) sp.,Megachile heriades,Megachile sp.,Mellisodes sp.,Osmia sp.,Perdita sp.,Sphecodes sp.,Xylocopa tabaniformis,Allograpta exotica,Allograpta obliqua,Copestylum fraudulentum,Copestylum marginatum,Copestylum satur,Chrysotoxum sp.,Dioprosopa clavata,Eumerus funeralis,Eumerus narcissa,Eupeodes fumipennis,Eupeodes luniger,Eupeodes pomus,E. fumipennis/ pomus,Eupeodes volucris,Fazia micrura,Heringia sp.,Nausigaster unimaculata,Ocyptamus lemur,Orthonevra flukei,Paragus haemorrhous,Platycheirus obscurus,Pseudodoros clavatus,Spaerophoira contigua,Spaerophoira sulphuripes,Syritta pipiens,Syrphus opinator,Toxomerus marginatus,Toxomerus occidentalis,Trichopsomyia sp.,Amiota picta,Chymomyza amoena,Drosophila busckii,Drosophila flavohirta,Drosophila gentica,Drosophila immigrans,Drosophila melanogaster,Drosophila occidentalis,Drosophila mel/sim female,Drosophila simulans,Drosophila suzukii,Gitona americana,Gitona bivisualis,Repleta group,Scaptomyza adusta,Scaptomyza flava,Scaptomyza graminum,Scaptomyza paravittata,Scaptomyza paradusta,Scaptomyza terminalis,Scaptomyza vittata,Unknown Drosophilid,Erioptera (Mesocyphona) distincta,Erioptera (Trimicera) pilipes,Limonia (Dicranomyia) brevivena,Limonia (Geranomyia) guatemalensis,Limonia humidicola,Nephrotoma suturalis wulpiana,Tipula (Lunatipula) atrisumma,Tipula (Tipula) oleracea,Tipula (Trichotipula) capistrano,Tipula (Triplicitipula) planicornis,Tipula (Triplicitipula) praecisa,Agraulis vanillae,Autographa californica,Brephidium exile,Colias eurytheme,Danaus plexippus,Dichorda illustraria,Erynnis funeralis,Hylephila phyleus,Hyles lineata,Leptotes marina,Lerodea eufala,Manduca sexta,Megalographa biloba,Noctua pronuba,Papilio cresphontes,Papilio zelicaon,Pero behrensaria,Phoebis sennae,Pieris rapae,Poanes melane,Pontia protodice,Pyrgus albescens,Strymon melinus,Trichoplusia ni,Abrhexosa grossa,Aztecatopse sp.nov.,Coboldia fuscipes,Psectrosciara sp.nov.,Quateiella quatei,Scatopse notata,Swammerdamella marginata
15812,19,7,Apr,High,9,33.79908333,8.138666667,17.09102115,98.24166667,19.69166667,63.56589556,12.93336103,-0.615,-0.497,No,Yes,Yes,Yes,Yes,Yes,34,290,4.857142857,41.42857143,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,17,0,0,2,0,0,0,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,2,0,14,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,1,0,31,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,122
15817,21,7,Apr,High,5,32.97566667,5.654833333,16.18703423,95.50833333,12.5,57.85530754,12.93687987,-0.528,-1.52,No,No,No,No,No,No,4,109,0.571428571,15.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15820,10,7,Mar,High,8,34.82033333,8.1095,18.37846329,96.64166667,9.558333333,62.87108135,11.94877405,-0.217,-1.22,Yes,No,No,No,No,No,8,37,1.142857143,5.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15824,14,7,Mar,High,3,31.40241667,10.44275,18.14599256,98.26666667,11.1,56.17271825,11.94842802,-0.39,-1.07,No,No,No,Yes,Yes,No,40,309,5.714285714,44.14285714,0,5,0,0,0,0,0,0,4,0,0,2,0,28,1,4,3,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,61,28,0,1,1,49,0,0,0,0,10,0,1,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,1,0,2,28,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
15828,14,7,Apr,High,3,34.63825,6.072416667,16.37267708,95.56666667,15.21666667,58.79454365,12.93395991,-0.364,-1.32,No,No,No,Yes,Yes,No,29,111,4.142857143,15.85714286,0,0,0,0,0,0,0,0,1,0,2,0,0,17,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
15830,7,7,Mar,High,3,31.0675,10.96983333,18.20163591,99.33333333,13.13333333,57.2859127,11.94829841,-0.532,-0.81,Yes,Yes,No,Yes,Yes,No,34,222,4.857142857,31.71428571,0,7,0,0,0,0,5,1,1,0,0,0,0,16,4,0,28,0,5,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,80,19,1,1,0,12,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15834,7,7,Jun,Med,3,29.46525,13.74,20.04792708,97.425,31.825,72.93630952,14.41165529,-0.171,1.58,Yes,Yes,No,Yes,Yes,No,29,140,4.142857143,20,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0,56,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
15836,31,7,Mar,High,4,28.7445,10.56675,18.2373091,98.73333333,12.65833333,53.81552579,11.94829491,-0.646,-1.01,No,Yes,No,Yes,Yes,No,36,250,5.142857143,35.71428571,0,2,0,0,0,0,2,0,0,0,0,1,0,73,2,2,3,2,7,0,1,0,0,0,0,0,0,1,0,0,0,1,2,5,0,0,0,0,5,0,1,0,0,0,0,1,3,0,0,0,0,24,25,1,12,5,29,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15840,31,7,Apr,High,4,32.43358333,6.473083333,16.60920188,95.80833333,15.775,56.0125496,12.93474278,-0.481,-1.3,No,Yes,No,Yes,Yes,No,25,90,3.571428571,12.85714286,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,3,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0
15842,24,7,Mar,High,3,21.01416667,11.18141667,15.22383185,98.98333333,13.00833333,59.27415675,11.94811542,-1.93,-0.749,No,No,No,No,No,No,32,207,4.571428571,29.57142857,0,3,0,0,0,0,14,0,0,0,0,0,0,51,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,38,19,2,2,1,16,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,0,5,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1
15846,24,7,Apr,High,3,22.05641667,8.981666667,13.80600298,98.29166667,13.54166667,61.26850198,12.93579877,-2.01,-0.816,No,No,No,No,No,No,34,247,4.857142857,35.28571429,0,2,0,0,0,0,10,0,7,3,0,0,0,26,0,1,49,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,1,0,20,31,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
15851,13,7,Apr,High,1,31.8175,4.791583333,15.0741622,97.475,15.825,61.24608135,12.93622175,-1.21,-1.26,No,No,No,Yes,Yes,No,38,205,5.428571429,29.28571429,0,2,0,0,0,0,3,0,0,0,0,0,1,12,4,6,4,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,35,0,0,0,0,0,0,1,4,0,0,0,0,11,11,0,38,0,10,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
15858,23,8,Apr,High,5,34.98108333,8.553583333,18.4688874,92.54166667,14.275,60.03328373,13.17012301,0.516,-1.02,No,No,Yes,Yes,Yes,No,45,548,5.625,68.5,0,0,0,0,0,0,0,0,25,24,0,0,0,150,1,0,33,0,0,2,4,0,0,0,0,0,0,11,0,0,0,1,7,2,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,3,34,11,2,0,70,0,0,23,0,0,0,0,0,9,1,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2,0,31,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,10
15865,29,7,Apr,High,3,34.7935,6.359333333,16.60118056,93.15833333,13.725,55.97638889,12.93538308,4.63E-02,-1.58,No,No,No,No,No,No,29,161,4.142857143,23,0,1,0,0,0,0,0,0,14,1,1,0,0,20,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,7,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2
15871,28,7,Apr,High,6,35.84458333,4.670583333,15.80617361,97.84166667,14.53333333,61.51200397,12.93557163,-0.739,-1.33,Yes,No,No,No,No,Yes,35,297,5,42.42857143,0,0,0,0,0,0,0,0,12,1,1,0,0,79,2,0,82,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,18,1,0,0,17,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16
15877,9,7,Apr,High,5,33.06925,6.405333333,16.24027579,96.125,17.83333333,61.84707341,12.93474309,-0.68,-0.981,No,No,Yes,No,No,Yes,16,86,2.285714286,12.28571429,0,0,0,0,0,0,0,0,0,1,1,0,0,20,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15882,25,7,Apr,High,8,32.5645,8.427083333,17.46360169,92.98333333,20.1,57.4453869,12.93295031,1.88E-02,-0.911,No,Yes,Yes,No,No,Yes,26,91,3.714285714,13,0,0,0,0,0,0,7,0,1,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,16,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15887,30,8,Apr,High,3,33.20916667,6.54725,16.91613442,94.50833333,14.125,54.87415675,12.93546229,-0.171,-1.48,No,No,No,Yes,No,No,41,344,5.125,43,0,0,0,0,0,0,3,0,1,0,1,0,0,103,0,2,28,0,2,0,2,0,0,0,0,0,1,3,0,0,1,3,1,1,0,0,0,0,13,0,0,2,1,0,0,15,0,0,0,0,0,5,18,0,1,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14
15892,27,7,Apr,High,3,32.36566667,7.475166667,16.39046825,92.93333333,18.1,57.25362103,12.93501674,-0.193,-1.18,No,No,No,No,No,Yes,5,16,0.714285714,2.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15897,3,7,Apr,High,9,33.77466667,10.06891667,17.58435069,95.69166667,16.89166667,67.4515873,13.16685876,-0.122,-0.314,Yes,No,No,No,No,Yes,28,169,4,24.14285714,0,0,0,0,0,0,0,0,2,0,0,0,0,45,0,0,27,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,17,1,0,0,18,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
15903,15,7,Apr,High,9,31.5045,7.640166667,16.48264633,94.025,24.23333333,65.60982143,12.9275599,-0.663,-0.444,Yes,No,No,No,No,Yes,24,195,3.428571429,27.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,1,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
15911,17,7,Apr,High,6,34.5835,5.12525,16.34626786,94.74166667,13.16666667,56.50421627,12.9365298,-0.292,-1.65,Yes,No,No,No,No,Yes,24,129,3.428571429,18.42857143,0,0,0,0,0,0,0,0,2,4,0,1,0,32,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,2,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32
